ontology,GO_ID,GO_term_name,term_size
CC,GO:0000120,RNA polymerase I transcription regulator complex,1
CC,GO:0000138,Golgi trans cisterna,1
CC,GO:0000164,protein phosphatase type 1 complex,1
CC,GO:0000312,plastid small ribosomal subunit,1
CC,GO:0000346,transcription export complex,1
CC,GO:0000783,nuclear telomere cap complex,1
CC,GO:0000791,euchromatin,1
CC,GO:0000795,synaptonemal complex,1
CC,GO:0000802,transverse filament,1
CC,GO:0000836,Hrd1p ubiquitin ligase complex,1
CC,GO:0001650,fibrillar center,1
CC,GO:0002144,cytosolic tRNA wobble base thiouridylase complex,1
CC,GO:0005640,nuclear outer membrane,1
CC,GO:0005677,chromatin silencing complex,1
CC,GO:0005712,chiasma,1
CC,GO:0005745,m-AAA complex,1
CC,GO:0005814,centriole,1
CC,GO:0005828,kinetochore microtubule,1
CC,GO:0005848,mRNA cleavage stimulating factor complex,1
CC,GO:0005901,caveola,1
CC,GO:0005952,cAMP-dependent protein kinase complex,1
CC,GO:0005958,DNA-dependent protein kinase-DNA ligase 4 complex,1
CC,GO:0008623,CHRAC,1
CC,GO:0009318,exodeoxyribonuclease VII complex,1
CC,GO:0009341,beta-galactosidase complex,1
CC,GO:0009382,imidazoleglycerol-phosphate synthase complex,1
CC,GO:0009504,cell plate,1
CC,GO:0009513,etioplast,1
CC,GO:0009532,plastid stroma,1
CC,GO:0009537,proplastid,1
CC,GO:0009547,plastid ribosome,1
CC,GO:0009569,chloroplast starch grain,1
CC,GO:0009578,etioplast stroma,1
CC,GO:0009782,photosystem I antenna complex,1
CC,GO:0009897,external side of plasma membrane,1
CC,GO:0009925,basal plasma membrane,1
CC,GO:0010007,magnesium chelatase complex,1
CC,GO:0010009,cytoplasmic side of endosome membrane,1
CC,GO:0010368,chloroplast isoamylase complex,1
CC,GO:0030427,site of polarized growth,1
CC,GO:0030875,rDNA protrusion,1
CC,GO:0030892,mitotic cohesin complex,1
CC,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,1
CC,GO:0031252,cell leading edge,1
CC,GO:0031254,cell trailing edge,1
CC,GO:0031511,Mis6-Sim4 complex,1
CC,GO:0031932,TORC2 complex,1
CC,GO:0031972,chloroplast intermembrane space,1
CC,GO:0032116,SMC loading complex,1
CC,GO:0032541,cortical endoplasmic reticulum,1
CC,GO:0032585,multivesicular body membrane,1
CC,GO:0033185,dolichol-phosphate-mannose synthase complex,1
CC,GO:0034455,t-UTP complex,1
CC,GO:0035060,brahma complex,1
CC,GO:0035550,urease complex,1
CC,GO:0035770,ribonucleoprotein granule,1
CC,GO:0035859,Seh1-associated complex,1
CC,GO:0038201,TOR complex,1
CC,GO:0042597,periplasmic space,1
CC,GO:0042646,plastid nucleoid,1
CC,GO:0042719,mitochondrial intermembrane space protein transporter complex,1
CC,GO:0043036,starch grain,1
CC,GO:0043189,H4/H2A histone acetyltransferase complex,1
CC,GO:0043190,ATP-binding cassette (ABC) transporter complex,1
CC,GO:0043291,RAVE complex,1
CC,GO:0043528,tRNA (m2G10) methyltransferase complex,1
CC,GO:0043668,exine,1
CC,GO:0044853,plasma membrane raft,1
CC,GO:0045298,tubulin complex,1
CC,GO:0046695,SLIK (SAGA-like) complex,1
CC,GO:0048225,suberin network,1
CC,GO:0055035,plastid thylakoid membrane,1
CC,GO:0061673,mitotic spindle astral microtubule,1
CC,GO:0061927,TOC-TIC supercomplex I,1
CC,GO:0062074,pollen aperture,1
CC,GO:0070013,intracellular organelle lumen,1
CC,GO:0070505,pollen coat,1
CC,GO:0070522,ERCC4-ERCC1 complex,1
CC,GO:0070532,BRCA1-B complex,1
CC,GO:0070860,RNA polymerase I core factor complex,1
CC,GO:0070877,microprocessor complex,1
CC,GO:0071821,FANCM-MHF complex,1
CC,GO:0071942,XPC complex,1
CC,GO:0072380,TRC complex,1
CC,GO:0090406,pollen tube,1
CC,GO:0090730,Las1 complex,1
CC,GO:0098800,inner mitochondrial membrane protein complex,1
CC,GO:0099023,vesicle tethering complex,1
CC,GO:0099078,BORC complex,1
CC,GO:1902555,endoribonuclease complex,1
CC,GO:1904423,dehydrodolichyl diphosphate synthase complex,1
CC,GO:1905202,methylcrotonoyl-CoA carboxylase complex,1
CC,GO:1990023,mitotic spindle midzone,1
CC,GO:1990070,TRAPPI protein complex,1
CC,GO:1990221,L-cysteine desulfurase complex,1
CC,GO:1990228,sulfurtransferase complex,1
CC,GO:1990298,bub1-bub3 complex,1
MF,GO:0016740,transferase activity,4204
MF,GO:0046872,metal ion binding,4194
MF,GO:0000166,nucleotide binding,3357
MF,GO:0005524,ATP binding,3254
MF,GO:0005515,protein binding,3119
MF,GO:0016787,hydrolase activity,2798
MF,GO:0003677,DNA binding,2559
MF,GO:0008270,zinc ion binding,1943
MF,GO:0016301,kinase activity,1751
MF,GO:0016491,oxidoreductase activity,1681
MF,GO:0003723,RNA binding,1677
MF,GO:0004672,protein kinase activity,1536
MF,GO:0003700,DNA-binding transcription factor activity,1476
MF,GO:0004674,protein serine/threonine kinase activity,1207
MF,GO:0003676,nucleic acid binding,978
MF,GO:0016757,glycosyltransferase activity,791
MF,GO:0003729,mRNA binding,703
MF,GO:0003824,catalytic activity,650
MF,GO:0003735,structural constituent of ribosome,616
MF,GO:0008233,peptidase activity,605
MF,GO:0000976,transcription cis-regulatory region binding,573
MF,GO:0020037,heme binding,539
MF,GO:0043565,sequence-specific DNA binding,531
MF,GO:0016887,ATP hydrolysis activity,530
MF,GO:0022857,transmembrane transporter activity,515
MF,GO:0061630,ubiquitin protein ligase activity,491
MF,GO:0008168,methyltransferase activity,447
MF,GO:0005506,iron ion binding,442
MF,GO:0016829,lyase activity,428
MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds",422
MF,GO:0004497,monooxygenase activity,394
MF,GO:0046983,protein dimerization activity,386
MF,GO:0005525,GTP binding,377
MF,GO:0016874,ligase activity,356
MF,GO:0005509,calcium ion binding,349
MF,GO:0016853,isomerase activity,340
MF,GO:0016746,acyltransferase activity,328
MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",326
MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",325
MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",310
MF,GO:0004842,ubiquitin-protein transferase activity,286
MF,GO:0003924,GTPase activity,285
MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,277
MF,GO:0004722,protein serine/threonine phosphatase activity,267
MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",253
MF,GO:0004386,helicase activity,234
MF,GO:0008017,microtubule binding,234
MF,GO:0005516,calmodulin binding,229
MF,GO:0004721,phosphoprotein phosphatase activity,208
MF,GO:0051536,iron-sulfur cluster binding,208
MF,GO:0004601,peroxidase activity,207
MF,GO:0030246,carbohydrate binding,202
MF,GO:0050660,flavin adenine dinucleotide binding,185
MF,GO:0015297,antiporter activity,181
MF,GO:0046982,protein heterodimerization activity,174
MF,GO:0016779,nucleotidyltransferase activity,173
MF,GO:0000287,magnesium ion binding,172
MF,GO:0008194,UDP-glycosyltransferase activity,172
MF,GO:0016788,"hydrolase activity, acting on ester bonds",172
MF,GO:0009055,electron transfer activity,167
MF,GO:0004252,serine-type endopeptidase activity,163
MF,GO:0008234,cysteine-type peptidase activity,163
MF,GO:0004518,nuclease activity,158
MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",153
MF,GO:0043531,ADP binding,150
MF,GO:0008289,lipid binding,148
MF,GO:0003743,translation initiation factor activity,146
MF,GO:0019843,rRNA binding,144
MF,GO:0003779,actin binding,135
MF,GO:0008236,serine-type peptidase activity,135
MF,GO:0003682,chromatin binding,132
MF,GO:0016791,phosphatase activity,128
MF,GO:0030170,pyridoxal phosphate binding,128
MF,GO:0004190,aspartic-type endopeptidase activity,125
MF,GO:0005096,GTPase activator activity,123
MF,GO:0035251,UDP-glucosyltransferase activity,123
MF,GO:0140359,ABC-type transporter activity,119
MF,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,110
MF,GO:0051213,dioxygenase activity,110
MF,GO:0003724,RNA helicase activity,109
MF,GO:0051015,actin filament binding,105
MF,GO:0042393,histone binding,99
MF,GO:0003712,transcription coregulator activity,98
MF,GO:0030527,structural constituent of chromatin,94
MF,GO:0008237,metallopeptidase activity,93
MF,GO:0003774,cytoskeletal motor activity,91
MF,GO:0003899,DNA-directed RNA polymerase activity,87
MF,GO:0071949,FAD binding,86
MF,GO:0003777,microtubule motor activity,85
MF,GO:0015293,symporter activity,85
MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,84
MF,GO:0004364,glutathione transferase activity,84
MF,GO:0004843,cysteine-type deubiquitinase activity,84
MF,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,84
MF,GO:0030145,manganese ion binding,84
MF,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,82
MF,GO:0043130,ubiquitin binding,82
MF,GO:0005085,guanyl-nucleotide exchange factor activity,80
MF,GO:0038023,signaling receptor activity,79
MF,GO:0004527,exonuclease activity,78
MF,GO:0004812,aminoacyl-tRNA ligase activity,78
MF,GO:0016758,hexosyltransferase activity,78
MF,GO:0004519,endonuclease activity,77
MF,GO:0008483,transaminase activity,77
MF,GO:0051087,protein-folding chaperone binding,76
MF,GO:0051287,NAD binding,76
MF,GO:0004857,enzyme inhibitor activity,75
MF,GO:0015171,amino acid transmembrane transporter activity,75
MF,GO:0050661,NADP binding,75
MF,GO:0003690,double-stranded DNA binding,74
MF,GO:0004197,cysteine-type endopeptidase activity,74
MF,GO:0003697,single-stranded DNA binding,71
MF,GO:0003746,translation elongation factor activity,70
MF,GO:0016831,carboxy-lyase activity,70
MF,GO:0004650,polygalacturonase activity,69
MF,GO:0016413,O-acetyltransferase activity,69
MF,GO:0042803,protein homodimerization activity,69
MF,GO:0005215,transporter activity,68
MF,GO:0016168,chlorophyll binding,68
MF,GO:0030674,protein-macromolecule adaptor activity,68
MF,GO:0004683,calcium/calmodulin-dependent protein kinase activity,67
MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,67
MF,GO:0043169,cation binding,67
MF,GO:0000149,SNARE binding,65
MF,GO:0042626,ATPase-coupled transmembrane transporter activity,65
MF,GO:0044183,protein folding chaperone,65
MF,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",65
MF,GO:0005507,copper ion binding,63
MF,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,63
MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",62
MF,GO:0030247,polysaccharide binding,62
MF,GO:0004521,RNA endonuclease activity,60
MF,GO:0043022,ribosome binding,60
MF,GO:0042802,identical protein binding,58
MF,GO:0001216,DNA-binding transcription activator activity,57
MF,GO:0004180,carboxypeptidase activity,57
MF,GO:0004222,metalloendopeptidase activity,57
MF,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",57
MF,GO:0030414,peptidase inhibitor activity,57
MF,GO:0004185,serine-type carboxypeptidase activity,56
MF,GO:0005484,SNAP receptor activity,56
MF,GO:0061631,ubiquitin conjugating enzyme activity,56
MF,GO:0000049,tRNA binding,55
MF,GO:0005543,phospholipid binding,55
MF,GO:0042910,xenobiotic transmembrane transporter activity,55
MF,GO:0005200,structural constituent of cytoskeleton,54
MF,GO:0010333,terpene synthase activity,53
MF,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",52
MF,GO:0004713,protein tyrosine kinase activity,51
MF,GO:0046873,metal ion transmembrane transporter activity,51
MF,GO:0031072,heat shock protein binding,49
MF,GO:0004176,ATP-dependent peptidase activity,48
MF,GO:0005198,structural molecule activity,48
MF,GO:0042973,"glucan endo-1,3-beta-D-glucosidase activity",48
MF,GO:0004867,serine-type endopeptidase inhibitor activity,47
MF,GO:0030599,pectinesterase activity,47
MF,GO:0004675,transmembrane receptor protein serine/threonine kinase activity,46
MF,GO:0016207,4-coumarate-CoA ligase activity,46
MF,GO:0016298,lipase activity,46
MF,GO:0080043,quercetin 3-O-glucosyltransferase activity,46
MF,GO:0008422,beta-glucosidase activity,45
MF,GO:0015267,channel activity,45
MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",45
MF,GO:0080044,quercetin 7-O-glucosyltransferase activity,45
MF,GO:0003678,DNA helicase activity,44
MF,GO:0003887,DNA-directed DNA polymerase activity,44
MF,GO:0016760,cellulose synthase (UDP-forming) activity,44
MF,GO:0003684,damaged DNA binding,43
MF,GO:0003713,transcription coactivator activity,42
MF,GO:0004535,poly(A)-specific ribonuclease activity,42
MF,GO:0008374,O-acyltransferase activity,42
MF,GO:0010181,FMN binding,42
MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",42
MF,GO:0019706,protein-cysteine S-palmitoyltransferase activity,41
MF,GO:0019888,protein phosphatase regulator activity,41
MF,GO:0030276,clathrin binding,41
MF,GO:0008171,O-methyltransferase activity,40
MF,GO:0016409,palmitoyltransferase activity,40
MF,GO:0016763,pentosyltransferase activity,40
MF,GO:0016772,"transferase activity, transferring phosphorus-containing groups",40
MF,GO:0015144,carbohydrate transmembrane transporter activity,39
MF,GO:0003714,transcription corepressor activity,38
MF,GO:0004175,endopeptidase activity,38
MF,GO:0015079,potassium ion transmembrane transporter activity,38
MF,GO:0035091,phosphatidylinositol binding,38
MF,GO:0042054,histone methyltransferase activity,38
MF,GO:0003993,acid phosphatase activity,37
MF,GO:0008324,monoatomic cation transmembrane transporter activity,37
MF,GO:0035673,oligopeptide transmembrane transporter activity,37
MF,GO:0004177,aminopeptidase activity,36
MF,GO:0004565,beta-galactosidase activity,36
MF,GO:0008408,3'-5' exonuclease activity,36
MF,GO:0016251,RNA polymerase II general transcription initiation factor activity,36
MF,GO:0031267,small GTPase binding,36
MF,GO:0000774,adenyl-nucleotide exchange factor activity,35
MF,GO:0003680,minor groove of adenine-thymine-rich DNA binding,35
MF,GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity,35
MF,GO:0004427,inorganic diphosphate phosphatase activity,34
MF,GO:0004620,phospholipase activity,33
MF,GO:0005216,monoatomic ion channel activity,33
MF,GO:0005315,phosphate transmembrane transporter activity,33
MF,GO:0008526,phosphatidylinositol transfer activity,33
MF,GO:0015095,magnesium ion transmembrane transporter activity,33
MF,GO:0016597,amino acid binding,33
MF,GO:0030234,enzyme regulator activity,33
MF,GO:0031593,polyubiquitin modification-dependent protein binding,33
MF,GO:0031624,ubiquitin conjugating enzyme binding,33
MF,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",32
MF,GO:0008320,protein transmembrane transporter activity,32
MF,GO:0016762,xyloglucan:xyloglucosyl transferase activity,32
MF,GO:0030544,Hsp70 protein binding,32
MF,GO:0052742,phosphatidylinositol kinase activity,32
MF,GO:0045735,nutrient reservoir activity,31
MF,GO:0051119,sugar transmembrane transporter activity,31
MF,GO:0004540,RNA nuclease activity,30
MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,30
MF,GO:0015078,proton transmembrane transporter activity,30
MF,GO:0016018,cyclosporin A binding,30
MF,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,30
MF,GO:0047262,polygalacturonate 4-alpha-galacturonosyltransferase activity,30
MF,GO:0097602,cullin family protein binding,30
MF,GO:0003872,6-phosphofructokinase activity,29
MF,GO:0004499,"N,N-dimethylaniline monooxygenase activity",29
MF,GO:0004864,protein phosphatase inhibitor activity,29
MF,GO:0008081,phosphoric diester hydrolase activity,29
MF,GO:0016279,protein-lysine N-methyltransferase activity,29
MF,GO:0019901,protein kinase binding,29
MF,GO:0005384,manganese ion transmembrane transporter activity,28
MF,GO:0005504,fatty acid binding,28
MF,GO:0008843,endochitinase activity,28
MF,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",28
MF,GO:0070403,NAD+ binding,28
MF,GO:0008173,RNA methyltransferase activity,27
MF,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",27
MF,GO:0017056,structural constituent of nuclear pore,27
MF,GO:0034485,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",27
MF,GO:0043495,membrane-membrane adaptor activity,27
MF,GO:0003747,translation release factor activity,26
MF,GO:0004445,inositol-polyphosphate 5-phosphatase activity,26
MF,GO:0004673,protein histidine kinase activity,26
MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,26
MF,GO:0008810,cellulase activity,26
MF,GO:0061608,nuclear import signal receptor activity,26
MF,GO:0000993,RNA polymerase II complex binding,25
MF,GO:0004659,prenyltransferase activity,25
MF,GO:0009678,diphosphate hydrolysis-driven proton transmembrane transporter activity,25
MF,GO:0009982,pseudouridine synthase activity,25
MF,GO:0000155,phosphorelay sensor kinase activity,24
MF,GO:0003756,protein disulfide isomerase activity,24
MF,GO:0004758,serine C-palmitoyltransferase activity,24
MF,GO:0005262,calcium channel activity,24
MF,GO:0008094,"ATP-dependent activity, acting on DNA",24
MF,GO:0008276,protein methyltransferase activity,24
MF,GO:0008308,voltage-gated monoatomic anion channel activity,24
MF,GO:0016984,ribulose-bisphosphate carboxylase activity,24
MF,GO:0031418,L-ascorbic acid binding,24
MF,GO:0046527,glucosyltransferase activity,24
MF,GO:0070006,metalloaminopeptidase activity,24
MF,GO:0140096,"catalytic activity, acting on a protein",24
MF,GO:0000175,3'-5'-RNA exonuclease activity,23
MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",23
MF,GO:0001671,ATPase activator activity,23
MF,GO:0004029,aldehyde dehydrogenase (NAD+) activity,23
MF,GO:0005179,hormone activity,23
MF,GO:0005249,voltage-gated potassium channel activity,23
MF,GO:0005388,P-type calcium transporter activity,23
MF,GO:0005545,1-phosphatidylinositol binding,23
MF,GO:0008378,galactosyltransferase activity,23
MF,GO:0015035,protein-disulfide reductase activity,23
MF,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",23
MF,GO:0016759,cellulose synthase activity,23
MF,GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",23
MF,GO:0032050,clathrin heavy chain binding,23
MF,GO:0047911,"galacturan 1,4-alpha-galacturonidase activity",23
MF,GO:0048038,quinone binding,23
MF,GO:0071771,aldehyde oxygenase (deformylating) activity,23
MF,GO:1990247,N6-methyladenosine-containing RNA reader activity,23
MF,GO:0004402,histone acetyltransferase activity,22
MF,GO:0009881,photoreceptor activity,22
MF,GO:0043539,protein serine/threonine kinase activator activity,22
MF,GO:0046910,pectinesterase inhibitor activity,22
MF,GO:0052716,hydroquinone:oxygen oxidoreductase activity,22
MF,GO:0000036,acyl carrier activity,21
MF,GO:0003843,"1,3-beta-D-glucan synthase activity",21
MF,GO:0004568,chitinase activity,21
MF,GO:0004869,cysteine-type endopeptidase inhibitor activity,21
MF,GO:0005267,potassium channel activity,21
MF,GO:0008198,ferrous iron binding,21
MF,GO:0010427,abscisic acid binding,21
MF,GO:0015145,monosaccharide transmembrane transporter activity,21
MF,GO:0016157,sucrose synthase activity,21
MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",21
MF,GO:0016836,hydro-lyase activity,21
MF,GO:0016866,intramolecular transferase activity,21
MF,GO:0019205,nucleobase-containing compound kinase activity,21
